text,label,sentiment,source,model
"Q3 earnings report reveals a 12% revenue growth for TechCorp, surpassing analyst estimates.",2,positive,synthetic,mistral:7b
The shares subscribed will be eligible for trade on the following day from the registration .,1,neutral,original,—
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,0,negative,original,—
The shops are located in the capital region and the Paijat-Hame region .,1,neutral,original,—
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",2,positive,original,—
Amazon announces the launch of a new sustainable packaging initiative for Prime deliveries.,1,neutral,synthetic,mistral:7b
"Tech giant Q3 earnings surpass expectations by 15%, driven by robust demand for its cloud services.",2,positive,synthetic,mistral:7b
Amazon announces a new partnership with Deloitte for cloud-based accounting services.,1,neutral,synthetic,mistral:7b
"Tech giant IBM announces the launch of a new cloud-based analytics platform, set to enhance business intelligence and data management capabilities for clients worldwide.",1,neutral,synthetic,mistral:7b
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",0,negative,original,—
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,2,positive,original,—
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2,positive,original,—
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",1,neutral,original,—
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",1,neutral,original,—
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",2,positive,original,—
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",1,neutral,original,—
fi is developing cooperation in keyword advertising with Microsoft .,2,positive,original,—
The MET is located in the Central Business District ( CBD ) of Bangkok .,1,neutral,original,—
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,2,positive,original,—
"Tech giant Microsoft announces the release of its new cloud-based productivity suite, Office 365 Fx, set to launch globally by Q2 2023.",1,neutral,synthetic,mistral:7b
The parties have agreed not to disclose the transaction value .,1,neutral,original,—
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",2,positive,original,—
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",1,neutral,original,—
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",0,negative,original,—
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,1,neutral,original,—
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,1,neutral,original,—
IBM announces the launch of its new cloud-based data analytics platform for small and medium-sized businesses.,1,neutral,synthetic,mistral:7b
Sales fell abroad but increased in Finland .,1,neutral,original,—
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1,neutral,original,—
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1,neutral,original,—
It was decided that the auditors are reimbursed according to invoice .,1,neutral,original,—
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,1,neutral,original,—
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",1,neutral,original,—
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",1,neutral,original,—
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",1,neutral,original,—
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1,neutral,original,—
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,neutral,original,—
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",1,neutral,original,—
Intel announces the launch of its new 7-nanometer processors for data centers and AI applications.,1,neutral,synthetic,mistral:7b
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",2,positive,original,—
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",1,neutral,original,—
Tech giant Microsoft announces the launch of its new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",2,positive,original,—
Amazon announces the launch of a new logistics center in Atlanta to improve delivery times and expand its Prime Now service.,1,neutral,synthetic,mistral:7b
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",1,neutral,original,—
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",2,positive,original,—
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",1,neutral,original,—
"Tech giant Q3 earnings surpass expectations, reporting a 20% year-on-year revenue growth.",2,positive,synthetic,mistral:7b
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",0,negative,original,—
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1,neutral,original,—
The issuer is solely responsible for the content of this announcement .,1,neutral,original,—
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,2,positive,original,—
"Amazon announces a new solar energy project in partnership with SunPower, aimed at powering its data centers and reducing carbon emissions.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces a new AI-focused research lab in London to foster innovation and collaborate with UK academic institutions.,1,neutral,synthetic,mistral:7b
"- Demand for fireplace products was lower than expected , especially in Germany .",0,negative,original,—
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",1,neutral,original,—
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,1,neutral,original,—
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",1,neutral,original,—
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,1,neutral,original,—
"Upon establishment , the plan is directed to approximately 20 persons .",1,neutral,original,—
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,1,neutral,original,—
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",1,neutral,original,—
Company X announces a 10% decrease in Q3 revenues compared to the same period last year.,0,negative,synthetic,mistral:7b
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,2,positive,original,—
`` Demand for sports equipment was good in 2005 .,2,positive,original,—
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,1,neutral,original,—
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1,neutral,original,—
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1,neutral,original,—
"Profit warnings issued by tech giant send shares plummeting, causing investor concerns about the company's financial health.",0,negative,synthetic,mistral:7b
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",2,positive,original,—
IBM announces the launch of its new cloud-based data analytics platform.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainable packaging initiative for its shipping services.,1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based AI analytics platform for small and medium businesses.,1,neutral,synthetic,mistral:7b
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1,neutral,original,—
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,0,negative,original,—
The number of bodily injury cases quadrupled in 2000-2006 .,0,negative,original,—
Q3 earnings report reveals a 15% year-on-year revenue growth for XYZ Corporation.,2,positive,synthetic,mistral:7b
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",1,neutral,original,—
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0,negative,original,—
"Tech giant XYZ issues a profit warning, citing supply chain disruptions and increased competition as key factors.",0,negative,synthetic,mistral:7b
The technology park will be built near St. Petersburg-based Pulkovo airport .,1,neutral,original,—
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, expected to be available in Q2 2023.",1,neutral,synthetic,mistral:7b
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",2,positive,original,—
"The gross area of eight houses will be 12,167 m2 .",1,neutral,original,—
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",1,neutral,original,—
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",0,negative,original,—
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",1,neutral,original,—
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",2,positive,original,—
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1,neutral,original,—
"Samsung Electronics announces the launch of its new Galaxy Tab A8 tablet, offering enhanced features for a competitive price range.",1,neutral,synthetic,mistral:7b
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",2,positive,original,—
What would you like to see changed on Nokia 's next attempt ?,1,neutral,original,—
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",1,neutral,original,—
Tech giant Apple announces a 10% increase in quarterly earnings due to robust iPhone sales.,2,positive,synthetic,mistral:7b
"Microsoft announces the release of its new productivity software suite, aimed at enhancing collaboration among remote workers.",1,neutral,synthetic,mistral:7b
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",2,positive,original,—
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1,neutral,original,—
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1,neutral,original,—
Amazon announces the launch of a new cloud-based data analytics service for small businesses.,1,neutral,synthetic,mistral:7b
"IBM announces the launch of its new AI-powered supply chain platform, set to improve efficiency and reduce costs for clients.",1,neutral,synthetic,mistral:7b
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2,positive,original,—
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,1,neutral,original,—
Cash flow from operating activities is estimated to be positive .,2,positive,original,—
The name of the buyer was not disclosed .,1,neutral,original,—
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",1,neutral,original,—
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,0,negative,original,—
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,1,neutral,original,—
Shares in XYZ Corporation plummeted 12% after announcing a Q3 loss and revising full-year earnings expectations downward.,0,negative,synthetic,mistral:7b
The terms of the transactions remained undisclosed .,1,neutral,original,—
"IBM announces a new partnership with Microsoft to integrate cloud services, enhancing their shared offerings for enterprise clients.",1,neutral,synthetic,mistral:7b
Pertti Ervi is independent from the Company and its major shareholders .,1,neutral,original,—
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",1,neutral,original,—
Amazon announces the launch of a new eco-friendly packaging initiative for all its products.,1,neutral,synthetic,mistral:7b
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1,neutral,original,—
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,1,neutral,original,—
The company did not distribute a dividend in 2005 .,1,neutral,original,—
"IBM announces the launch of its new AI-powered cloud platform, IBM Watson AiX, aimed at enhancing business operations for clients globally.",1,neutral,synthetic,mistral:7b
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,1,neutral,original,—
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",0,negative,original,—
"Company X announces a 15% decline in Q3 revenues, missing analyst expectations and causing a 6% drop in its stock price.",0,negative,synthetic,mistral:7b
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,1,neutral,original,—
The bond has a value of EUR150m and a maturity of 4 years .,1,neutral,original,—
"Q4 earnings report reveals a 15% profit increase for TechCorp, surpassing analysts' expectations.",2,positive,synthetic,mistral:7b
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1,neutral,original,—
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,0,negative,original,—
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,1,neutral,original,—
IBM announces the launch of a new cloud-based AI platform for healthcare providers.,1,neutral,synthetic,mistral:7b
IBM announces the launch of a new cloud-based AI solution for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Q2 earnings exceed expectations by 15%, boosting investor confidence and driving a 7% surge in its share price.",2,positive,synthetic,mistral:7b
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1,neutral,original,—
"ISMS does not disclose its financial results , the daily said .",1,neutral,original,—
Tech giant Microsoft announces the launch of its new cloud-based AI platform for small businesses.,1,neutral,synthetic,mistral:7b
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,2,positive,original,—
"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",1,neutral,original,—
Apple Inc. announces plans to launch a new line of smartphones in Q3 2023.,1,neutral,synthetic,mistral:7b
Her present position is the director of Stockmann 's international department stores .,1,neutral,original,—
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,2,positive,original,—
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,1,neutral,original,—
IBM issues a profit warning due to lower-than-expected demand in its technology division.,0,negative,synthetic,mistral:7b
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",2,positive,original,—
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,negative,original,—
Amazon announces the launch of a new solar-powered delivery station in California.,1,neutral,synthetic,mistral:7b
"Microsoft announces a new partnership with Adobe for cloud services integration, set to strengthen their shared digital offerings.",1,neutral,synthetic,mistral:7b
"Microsoft announces the release of a new productivity software suite, set to roll out globally in Q3 2023.",1,neutral,synthetic,mistral:7b
"The Company serves approximately 3,000 customers in over 100 countries .",1,neutral,original,—
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,2,positive,original,—
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",1,neutral,original,—
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, Office 365 F5, aimed at enhancing collaboration and productivity for businesses worldwide.",1,neutral,synthetic,mistral:7b
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",2,positive,original,—
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1,neutral,original,—
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1,neutral,original,—
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",1,neutral,original,—
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,1,neutral,original,—
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",2,positive,original,—
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",1,neutral,original,—
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,1,neutral,original,—
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0,negative,original,—
`` We could be there .,1,neutral,original,—
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2,positive,original,—
"Tech giant XYZ issues a profit warning for Q3, citing unexpected headwinds in the global market.",0,negative,synthetic,mistral:7b
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",0,negative,original,—
Tech giant Microsoft announces a new partnership with NVIDIA for cloud-based AI services.,1,neutral,synthetic,mistral:7b
"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",1,neutral,original,—
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2,positive,original,—
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",0,negative,original,—
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",1,neutral,original,—
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",1,neutral,original,—
"When dialing in , the participants should quote 877417 as conference ID .",1,neutral,original,—
The plant will collect raw material from the Baltic Sea region .,1,neutral,original,—
Q3 earnings report shows a 12% year-over-year increase in profit for Microsoft Corporation.,2,positive,synthetic,mistral:7b
"Q4 earnings report reveals a 15% profit increase for TechCo, surpassing analyst expectations.",2,positive,synthetic,mistral:7b
Shares in XYZ Corporation surged 6% after reporting a 15% increase in Q3 profits.,2,positive,synthetic,mistral:7b
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",2,positive,original,—
Goldman Sachs announces the appointment of Jane Thompson as Head of Global Sustainable Finance.,1,neutral,synthetic,mistral:7b
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,2,positive,original,—
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,1,neutral,original,—
"Amazon announces a new eco-friendly packaging initiative, aiming to reduce waste by 100 million pounds annually.",1,neutral,synthetic,mistral:7b
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1,neutral,original,—
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",1,neutral,original,—
Tesla announces Q2 earnings report scheduled for July 26.,1,neutral,synthetic,mistral:7b
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2,positive,original,—
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",1,neutral,original,—
Terms were not disclosed .,1,neutral,original,—
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,1,neutral,original,—
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,1,neutral,original,—
"Apple reports a 12% increase in Q4 earnings, surpassing market expectations.",2,positive,synthetic,mistral:7b
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",2,positive,original,—
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,2,positive,original,—
"Citigroup announces the appointment of Jane Thompson as its new Chief Risk Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",1,neutral,original,—
"Tech giant reports Q3 earnings beating analyst estimates by 10%, driving a 7% surge in after-hours trading.",2,positive,synthetic,mistral:7b
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1,neutral,original,—
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",2,positive,original,—
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1,neutral,original,—
"IBM announces the launch of its new AI-powered cloud service, set to be rolled out in Q2 2023.",1,neutral,synthetic,mistral:7b
Delivery is due in the second half of 2011 .,1,neutral,original,—
Amazon announces the launch of a new cloud service aimed at small and medium-sized businesses.,1,neutral,synthetic,mistral:7b
`` Management decided at the end of 2005 to increase cathode copper capacity .,1,neutral,original,—
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",2,positive,original,—
"Goldman Sachs announces the appointment of Jane Thompson as the new head of its investment banking division, effective immediately.",1,neutral,synthetic,mistral:7b
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",1,neutral,original,—
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",1,neutral,original,—
"Microsoft Corporation announces the launch of its new cloud-based productivity suite, set to roll out globally in Q2 2023.",1,neutral,synthetic,mistral:7b
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,neutral,original,—
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,2,positive,original,—
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0,negative,original,—
"Q3 earnings report reveals a 15% profit increase for XYZ Corporation, outperforming analyst expectations.",2,positive,synthetic,mistral:7b
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,1,neutral,original,—
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",1,neutral,original,—
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",1,neutral,original,—
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,1,neutral,original,—
M. and a Master of Business Administration MBA .,1,neutral,original,—
Financial details were not disclosed .,1,neutral,original,—
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",1,neutral,original,—
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",1,neutral,original,—
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",1,neutral,original,—
The deal was worth about EUR 1.2 mn .,1,neutral,original,—
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",1,neutral,original,—
Goldman Sachs announces the appointment of Jane Thompson as Head of Global Investment Research.,1,neutral,synthetic,mistral:7b
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",2,positive,original,—
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",1,neutral,original,—
Consumption is forecast to grow by about 2 % .,2,positive,original,—
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",1,neutral,original,—
Shares in TechCorp surge 10% after Q2 results show a 35% increase in net profit.,2,positive,synthetic,mistral:7b
Small investors have voiced fears that the shares will end up with risk investors .,0,negative,original,—
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",1,neutral,original,—
Tech giant Q4 earnings report reveals a 15% year-over-year increase in profits.,2,positive,synthetic,mistral:7b
The volumes are expected to increase during the next few years .,2,positive,original,—
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,neutral,original,—
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",2,positive,original,—
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,neutral,original,—
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",0,negative,original,—
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",1,neutral,original,—
"Tech giant reports Q2 earnings that surpass expectations, driven by robust sales in cloud services.",2,positive,synthetic,mistral:7b
Goldman Sachs announces the appointment of Jane Smith as Head of European Equities.,1,neutral,synthetic,mistral:7b
"Q3 profits at XYZ Corp miss expectations by 15%, causing a 7% drop in its share price after market close.",0,negative,synthetic,mistral:7b
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1,neutral,original,—
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",1,neutral,original,—
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,1,neutral,original,—
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",0,negative,original,—
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",1,neutral,original,—
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",1,neutral,original,—
The products have a low salt and fat content .,1,neutral,original,—
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",1,neutral,original,—
